gi,gj,clat,clon,n_train,days_since,chao_unseen,n_test,new_species,revisited,scarcity,staleness,priority,density,new_rate,o_discover,o_staleness,o_conservation,travel_min,o_env_coverage,o_urgency,rare_newK,w_newK,meanrarity_newK
196,-489,49.125,-122.125,32,1,14.399999999999999,47,15,True,0.02894345238095238,0.0,0.01447172619047619,0.07380952380952381,0.3191489361702128,0.02894345238095238,0.0,0.028157466335977797,11.0,0.003874472869262229,0.07649724851859553,3.205,0.5356215924187689,0.1671206216595223
196,-488,49.125,-121.875,138,1,33.0625,108,25,True,0.004882677708764665,0.0,0.0024413388543823326,0.3261904761904762,0.23148148148148148,0.004882677708764665,0.0,0.05918031607013244,29.0,0.0025799471074842996,0.050755809909240814,1.545,0.39252971809073445,0.2540645424535498
196,-487,49.125,-121.625,5,1,10.0,14,11,True,0.1980952380952381,0.0,0.09904761904761905,0.009523809523809525,0.7857142857142857,0.1980952380952381,0.0,0.017484337042696006,62.0,0.0049943581155007044,0.05953757670722632,4.035,0.7347228089878659,0.18208743717171397
196,-486,49.125,-121.375,17,13,25.0,22,11,True,0.05658263305322129,0.41379310344827586,0.23518786825074858,0.0380952380952381,0.5,0.05658263305322129,0.41379310344827586,0.05048234705648672,135.0,0.012746648288549675,0.045947153869280596,3.27,0.2625216802255204,0.08028185939618361
196,-485,49.125,-121.125,11,2,15.0,8,7,True,0.08874458874458875,0.034482758620689655,0.0616136736826392,0.023809523809523808,0.875,0.08874458874458875,0.034482758620689655,0.047706707134673246,115.0,0.0030460742534612778,0.17898982065366975,4.605,0.5173303146984782,0.11234100210607562
196,-484,49.125,-120.875,88,1,20.64285714285714,46,10,True,0.00900974025974026,0.0,0.00450487012987013,0.20714285714285716,0.21739130434782608,0.00900974025974026,0.0,0.03873326302191278,81.0,0.00578906131553573,0.0415205327422137,1.89,0.2798685594382174,0.1480786028773637
196,-483,49.125,-120.625,3,9,3.0,1,1,True,0.33174603174603173,0.27586206896551724,0.3038040503557745,0.004761904761904762,1.0,0.33174603174603173,0.27586206896551724,0.021699044472976197,98.0,0.002562021406114669,0.6842236475424196,,,
196,-480,49.125,-119.875,10,9,32.0,5,2,True,0.09785714285714286,0.27586206896551724,0.18685960591133005,0.02142857142857143,0.4,0.09785714285714286,0.27586206896551724,0.032297821557285576,212.0,0.004647771236777265,1.0,2.0,0.17458350512022558,0.08729175256011279
196,-479,49.125,-119.625,141,1,24.38095238095238,138,29,True,0.004728132387706856,0.0,0.002364066193853428,0.3333333333333333,0.21014492753623187,0.004728132387706856,0.0,0.11070998190106067,255.0,0.0007620191415010296,0.13649326620311725,2.295,0.35176281685410854,0.15327355854209523
196,-478,49.125,-119.375,80,1,48.28571428571428,37,7,True,0.010148809523809523,0.0,0.005074404761904762,0.1880952380952381,0.1891891891891892,0.010148809523809523,0.0,0.07112648037758854,238.0,0.0005921418214394543,0.4938419365622249,1.185,0.14957034885598297,0.126219703675935
